Gene,Tumor_Mean,Normal_Mean,Log2FC,P_Value,NegLog10_P,Significance
GLO1,11.788199817684596,11.206695614035088,0.0671404800761941,8.974469290794779e-30,29.04699122418631,Not Significant
ASPHD2,6.37185095715588,5.511270175438597,0.17908790086467005,9.282403728223116e-30,29.03233954633216,Not Significant
TTC7B,7.958042661804922,8.90921052631579,-0.14558658456994494,9.493479589793355e-30,29.022574578966474,Not Significant
EHMT2,10.77448742023701,10.14705,0.07900229618109161,9.569995311262377e-30,29.019088275001984,Not Significant
NSF,10.592181677301731,9.921871052631579,0.08593208160642175,9.662664608142659e-30,29.014903094595056,Not Significant
CCNL1,9.979181221513217,10.743571052631578,-0.09710070959178431,9.850622796745668e-30,29.006536310757266,Not Significant
ESYT2,11.617785961713766,12.13241754385965,-0.05767374273573482,9.866427243018942e-30,29.005840082339507,Not Significant
SH3GL1,10.819326709206928,10.203323684210527,0.07722105501495918,9.866455245276165e-30,29.005838849754678,Not Significant
CENPC1,8.38050674567001,8.976950877192984,-0.0889331103488519,1.0303447123579486e-29,28.98701745332477,Not Significant
ARPC4,11.779805742935277,11.33076842105263,0.05160319953121761,1.0319994942262449e-29,28.98632051555261,Not Significant
LOC400696,2.7731772105742936,0.8500421052631579,1.028221753643657,1.0365108686166744e-29,28.984426139633314,Upregulated
UNC93B1,9.648547128532362,8.808283333333334,0.11858404468684011,1.0487033511947124e-29,28.97934734417927,Not Significant
PSMC2,10.800324339106654,10.371416666666669,0.05341451513318391,1.0690861524592546e-29,28.970987295698567,Not Significant
C1orf122,9.197582406563354,8.350780701754386,0.12506843904879264,1.0829005537707951e-29,28.965411424197967,Not Significant
TSPAN8,3.1281951686417506,5.971651754385966,-0.7559893275912655,1.087995822917854e-29,28.963372771997406,Not Significant
FANCG,8.592200091157702,7.868279824561403,0.11320746047674776,1.12360359962027e-29,28.949386878145507,Not Significant
AFF2,4.370111485870557,5.970695614035088,-0.3763505920339805,1.1961164840128786e-29,28.922226524444042,Not Significant
NT5DC3,8.224892433910666,9.036847368421054,-0.1217021876617535,1.225224821694998e-29,28.911784213452165,Not Significant
MYOT,1.254738195077484,2.4671561403508773,-0.6207928812838485,1.2445013334820946e-29,28.90500463370898,Not Significant
ZNF331,8.747254603463993,9.437745614035087,-0.09874231256542634,1.2450191757334334e-29,28.90482395953123,Not Significant
C11orf83,8.3804773928897,7.254580701754386,0.18446641238304298,1.2550381686073851e-29,28.901343066084536,Not Significant
MARK1,6.721045943482224,8.347684210526317,-0.27581269923633883,1.283515030548142e-29,28.891599041175713,Not Significant
WDTC1,10.789625159525981,11.296828070175437,-0.06076837484241936,1.285565129879896e-29,28.890905916041014,Not Significant
PPIL1,9.39046289881495,8.73211842105263,0.0944341479473846,1.297982681271044e-29,28.88673110220329,Not Significant
ZDHHC9,10.525251504102098,9.95219649122807,0.0735779984453954,1.3295503162844657e-29,28.876295222325496,Not Significant
LOC283856,0.7261810391978123,1.7012991228070176,-0.6460696224864564,1.3332049211189005e-29,28.87510309194307,Not Significant
TSKS,1.0710386508659981,2.4221394736842106,-0.7245440817321417,1.3400061473535125e-29,28.872893209280278,Not Significant
DCTN5,10.629365360072924,10.196135087719298,0.05477156887022336,1.3466933629319834e-29,28.87073128025822,Not Significant
STL,1.7402267092069281,2.957690350877193,-0.5303634828672713,1.347783539163715e-29,28.870379852085122,Not Significant
ITPA,9.518212762078395,8.740812280701753,0.11077559707490976,1.351023339569116e-29,28.86933714826996,Not Significant
CHRFAM7A,3.636567547857794,4.757548245614035,-0.3123974222112309,1.3510259813290448e-29,28.86933629906136,Not Significant
DPRX,0.1037721969006381,0.5064271929824562,-0.4486884970162092,1.3568397511293368e-29,28.86747144144111,Not Significant
C19orf46,7.998530993618962,6.177830701754387,0.3261416055468484,1.3575334559291332e-29,28.867249458574204,Not Significant
GRIN2A,3.890648222424795,5.699968421052632,-0.4541285983899716,1.388145077070633e-29,28.857565142758197,Not Significant
MAP2K6,6.4643726526891525,7.634763157894736,-0.2101355933949599,1.3972333214504223e-29,28.85473106578454,Not Significant
LOC387647,8.620763719234276,9.119214912280702,-0.07287403629202013,1.4152406343556267e-29,28.849169710466423,Not Significant
CDK7,9.06287292616226,8.521910526315787,0.07971927230862187,1.424336027972149e-29,28.84638754027902,Not Significant
KIAA0430,11.00666545123063,11.564051754385964,-0.0654662564477653,1.501588687190715e-29,28.82344901230277,Not Significant
AMPD1,2.0468726526891516,4.577554385964912,-0.872303473761013,1.5169246742189717e-29,28.819035984396695,Not Significant
PARP12,9.780186873290793,9.042373684210526,0.10228187238348886,1.5578911128728584e-29,28.80746290014936,Not Significant
HIST1H2BJ,5.3236696444849585,3.7102885964912278,0.4249465460902937,1.5628880972007836e-29,28.806072116355736,Not Significant
ZNF667,5.7183467639015495,7.3890087719298245,-0.32039409341545355,1.5779620229765084e-29,28.801903453224323,Not Significant
HOXD9,6.2614742023701,7.400204385964912,-0.21016196112517557,1.5804883894960465e-29,28.801208690204863,Not Significant
HMGB2,11.197809571558798,10.335902631578948,0.10572282672215862,1.613696965044613e-29,28.792178017795678,Not Significant
COX17,9.173183682771194,8.450712280701755,0.10627626763848144,1.6162776485461807e-29,28.791484032872052,Not Significant
KCNIP4,4.034345670009116,4.9039631578947365,-0.22987943994026702,1.6240520381042334e-29,28.789400059146914,Not Significant
CDH12,2.6415239744758434,4.508186842105263,-0.5970351543117354,1.6606664301687885e-29,28.779717593367668,Not Significant
ETV7,6.311628258887876,4.707164035087718,0.3574186926112614,1.6661470447220158e-29,28.77828667286123,Not Significant
FGFR1OP,8.133366727438467,7.398956140350879,0.1209367277798179,1.6714801754528427e-29,28.776898769979276,Not Significant
CAPN5,7.461382680036463,8.400565789473683,-0.1518541561820149,1.7202876496151864e-29,28.76439892856008,Not Significant
PRKD3,9.378569006381039,10.364035087719298,-0.13086765202916126,1.731320524904562e-29,28.761622522355054,Not Significant
IRS4,0.8460172288058341,2.1084070175438594,-0.751759406207509,1.742830809388742e-29,28.758744771303846,Not Significant
DDX50,9.815211577028258,10.149798245614035,-0.04395571608044637,1.7761539722852942e-29,28.750519388548756,Not Significant
CLCN4,6.087598723792161,7.677417543859649,-0.2919688254567981,1.819269927651327e-29,28.740102859269445,Not Significant
ZNF175,7.057449134001822,7.913935087719298,-0.14573927941960377,1.8338621983244024e-29,28.73663330157536,Not Significant
MEA1,10.302196171376481,9.6887,0.08051673755209231,1.887362746299238e-29,28.724144621522484,Not Significant
SOD2,11.737022515952598,12.713555263157897,-0.10657457700025814,1.8873643780606925e-29,28.72414424604369,Not Significant
LRP6,9.931752506836828,10.781800000000002,-0.1080352651357409,1.9085902322983124e-29,28.71928730311708,Not Significant
PPP2CB,10.527287146763902,11.099113157894736,-0.06984827816130526,1.9300437657615304e-29,28.714432842798846,Not Significant
RHBDD2,10.9873677301732,10.323594736842107,0.08218287420647345,1.9768479738270906e-29,28.704026728089804,Not Significant
ERCC5,10.13071549680948,10.602535964912281,-0.05989383553636334,1.989505802829321e-29,28.70125478980079,Not Significant
AGXT2L2,8.339380948040109,9.056154385964911,-0.10667987330065372,1.9895083808277534e-29,28.701254227043062,Not Significant
DPF3,3.1287195077484045,4.6184350877192974,-0.44447394042653726,2.0118277981737325e-29,28.696409195337527,Not Significant
SELS,10.164035642661805,9.640771052631576,0.06925594017756112,2.024761632371864e-29,28.693626097308048,Not Significant
RABL5,9.359384867821332,8.786157017543859,0.0821240035506759,2.0279953732131088e-29,28.692933040162323,Not Significant
PGCP,9.382157155879673,10.20258596491228,-0.1097255660493333,2.0377383746319557e-29,28.690851575848413,Not Significant
DNMT3B,6.992226435733819,5.786855263157896,0.23585421168036697,2.0508020667169222e-29,28.688076253566678,Not Significant
DHX34,9.128597812215132,8.319807017543859,0.1200624765930488,2.0540730833884657e-29,28.687384108378627,Not Significant
GRINL1A,9.634184412032818,10.196602631578946,-0.07435165372599742,2.0573528298802424e-29,28.686691221708355,Not Significant
IL34,6.3589765724703735,8.219029824561405,-0.3251097931748392,2.0606497820309404e-29,28.68599581251753,Not Significant
RPL5,13.847404193254329,14.566452631578947,-0.06822948933962829,2.0705359277134763e-29,28.683917229265763,Not Significant
CDK2AP2,9.890139197812216,9.086978070175439,0.11052836854542862,2.0971473210628447e-29,28.67837106000803,Not Significant
PJA1,9.257644393801277,9.956286842105266,-0.09505947950324964,2.100488509883821e-29,28.677679689802115,Not Significant
PSMD10,10.062838650865997,9.644501754385965,0.05561319703007314,2.137692117921205e-29,28.670054844083445,Not Significant
PHLPP1,8.800710847766636,9.596909649122807,-0.11268529936197128,2.1720935966144662e-29,28.663121464710542,Not Significant
LOH12CR2,4.6772749316317235,5.456906140350878,-0.18564444751231457,2.2035117199186872e-29,28.656884635245973,Not Significant
FAM57B,3.878671467639015,1.7501728070175444,0.8269660614940739,2.2103868638923254e-29,28.65553170905247,Not Significant
LSG1,10.152768277119417,9.70987894736842,0.058459678655534496,2.2211511818602858e-29,28.653421880346997,Not Significant
CDK4,11.242472379216045,10.73966052631579,0.06050425022804313,2.2282503630959212e-29,28.65203601403585,Not Significant
RGS5,11.009026618049226,12.296943859649122,-0.14697547866750202,2.2282652549315683e-29,28.65203311157007,Not Significant
TBL3,9.99006900638104,9.286871052631579,0.09539621912689458,2.2460998774220426e-29,28.64857093585335,Not Significant
DIABLO,9.91586098450319,9.381084210526316,0.07246879881781512,2.2496900667618446e-29,28.647877309251548,Not Significant
CFH,9.877477119416591,11.29250350877193,-0.17643478476364988,2.2568851045369782e-29,28.646490549799378,Not Significant
RUSC2,9.127456608933455,9.827836842105265,-0.09647314994718754,2.2604846038207413e-29,28.645798446602907,Not Significant
THBD,8.92159744758432,10.164419298245614,-0.17026388477003437,2.2713364080840264e-29,28.64371853757482,Not Significant
KCNK3,4.623185050136737,6.615612280701755,-0.43757250683045334,2.2895036950960965e-29,28.64025865121532,Not Significant
DOK5,5.283863172288059,6.5222578947368435,-0.25951400182663237,2.3152310596851121e-29,28.63540565996408,Not Significant
FTSJ2,9.5249515952598,9.115368421052631,0.057264731721454416,2.3189093978396037e-29,28.63471621935985,Not Significant
GAL3ST2,2.2231626253418413,0.49049736842105274,1.1126831535619763,2.3381207171009587e-29,28.63113306998453,Upregulated
RHOT2,10.380337283500456,9.525277192982456,0.1126850874842508,2.341223577483743e-29,28.630557110937694,Not Significant
CCDC58,7.755767365542387,7.145039473684211,0.10431193308789007,2.3562050748399056e-29,28.627786912953106,Not Significant
ITGA1,9.271980036463079,10.486270175438595,-0.1611960980239324,2.3562065974135244e-29,28.627786632313224,Not Significant
RRS1,9.183719416590701,8.2497850877193,0.13877282442128125,2.3599673219038654e-29,28.62709401059561,Not Significant
CLEC4M,0.4495154968094804,1.674219298245614,-0.8835470205179682,2.387254348673588e-29,28.62210130686646,Not Significant
C6orf162,6.456373746581587,7.079049122807017,-0.11571132647393967,2.4403307974572523e-29,28.612551299164235,Not Significant
LRRC4B,3.18673354603464,4.585152631578946,-0.41577160299576593,2.4597812272471777e-29,28.609103517296777,Not Significant
C18orf45,9.281040474020054,8.464242105263157,0.11942739233226819,2.4598574735246872e-29,28.609090055601882,Not Significant
SOX8,4.233619872379217,6.158431578947369,-0.4518343833311761,2.588598331310741e-29,28.58693533312194,Not Significant
MST1R,8.24767711941659,6.936772807017544,0.22053851893498935,2.592728084839936e-29,28.58624302794558,Not Significant
PAIP2B,7.4114722880583415,8.486150877192982,-0.1734644723499098,2.6385709528503006e-29,28.578631222875128,Not Significant
GNPNAT1,10.378906016408386,9.72599385964912,0.08525052906743538,2.711007228962185e-29,28.566869324361896,Not Significant
C21orf49,2.6941123062898815,3.616942105263158,-0.3217099146647619,2.772121542615319e-29,28.55718773216631,Not Significant
VPS13C,10.258693163172289,11.182230701754385,-0.11373895256319438,2.7987766869594943e-29,28.55303175229849,Not Significant
HIBCH,8.868118505013674,9.468364035087719,-0.08518905377703244,2.8573081204821347e-29,28.54404292454205,Not Significant
C19orf45,2.938083500455788,1.3589903508771928,0.7393241840469709,2.9187511119848136e-29,28.534802936632417,Not Significant
LRRC56,6.979688331814038,5.280559649122806,0.34543927846617367,2.9217397954343074e-29,28.534358464116615,Not Significant
ADAMDEC1,6.0527878760255245,3.25244649122807,0.7299005664930632,2.978076275415352e-29,28.526064183156116,Not Significant
EIF4A2,12.65179161349134,13.176294736842106,-0.05439020630271641,3.064642893580205e-29,28.51362012420693,Not Significant
ACTL8,2.7262009115770285,0.32011578947368424,1.4970409882591864,3.085781855736764e-29,28.510634778920444,Upregulated
ZNF22,9.334145761166818,10.042399999999999,-0.09563462942862173,3.1287083941700904e-29,28.50463491263022,Not Significant
CDC123,10.241181221513218,9.738600000000002,0.0659877214280489,3.138665619498407e-29,28.50325494978004,Not Significant
GIMAP4,8.995289425706472,10.071446491228068,-0.14752347575059055,3.2350169241440145e-29,28.49012344295722,Not Significant
MPO,1.900887967183227,3.1863192982456146,-0.52918777331619,3.275602414357762e-29,28.48470881745167,Not Significant
ARF4,12.359293163172287,11.863638596491228,0.054544897472457915,3.292112523526678e-29,28.482525329136696,Not Significant
COX6A1,11.206633819507747,10.456564912280703,0.09149087084829746,3.328988928106507e-29,28.47768764926215,Not Significant
TMEM117,6.4135225159525975,7.133442105263158,-0.1337068376124815,3.350235132951646e-29,28.4749247113632,Not Significant
GTF2IRD2,8.589469462169552,9.29538245614035,-0.10247451926394822,3.398528099719773e-29,28.468709134891995,Not Significant
MTMR12,10.308539288969918,10.935487719298244,-0.07784493030598279,3.409356077739388e-29,28.467327638101843,Not Significant
CHST2,6.989847766636281,8.086385087719298,-0.18553843393104968,3.4147916717930233e-29,28.46663578643355,Not Significant
ABHD5,9.592238468550594,10.3012350877193,-0.0934729425362855,3.420214623485326e-29,28.46594664047288,Not Significant
ANPEP,9.696380401093892,11.58457105263158,-0.23453336402572691,3.4311280561432307e-29,28.464563072955613,Not Significant
DDX25,1.0356729261622608,2.214633333333333,-0.659148410019505,3.4398137012748366e-29,28.463465077980583,Not Significant
FSTL1,12.585564357338194,13.935141228070178,-0.13663638223363272,3.4475250048853575e-29,28.462492575204514,Not Significant
ACBD3,11.00233609845032,10.41577894736842,0.0722859308028015,3.4584989812933914e-29,28.46111234790744,Not Significant
ST8SIA1,6.091450045578852,7.800828070175439,-0.31155861631837456,3.4585174940274054e-29,28.46111002321203,Not Significant
CYP3A5,2.694765360072926,4.068505263157894,-0.4560776018969457,3.463741611129844e-29,28.46045451303055,Not Significant
RGPD6,8.97947447584321,9.65799736842105,-0.09490063236571886,3.5307347010701095e-29,28.452134914039828,Not Significant
MKLN1,10.533973290793073,11.094460526315789,-0.06845683264368584,3.587300550013336e-29,28.44523223588487,Not Significant
CDK5R1,6.741627620783957,5.642178947368422,0.22098032327301353,3.7031840802733353e-29,28.431424699222518,Not Significant
CNPY3,10.483230902461257,9.778835087719296,0.0913273447391252,3.76249379403919e-29,28.42452420773478,Not Significant
DDIT4L,4.765235824977211,6.398257894736842,-0.35980596999789705,3.792514098916817e-29,28.421072796020365,Not Significant
TSPAN14,11.163300455788514,11.612772807017542,-0.05235072374784321,3.810622311020729e-29,28.419004094095353,Not Significant
SLC16A11,3.1340703737465816,5.075591228070176,-0.5554618593380756,3.8806287934620675e-29,28.41109789827038,Not Significant
PRKAG2,8.9413903372835,9.478741228070174,-0.07594588490958601,3.908730273931288e-29,28.407964297484067,Not Significant
KIF1B,10.409940747493163,11.13500877192982,-0.08888385171388065,4.041310182739453e-29,28.393477814867357,Not Significant
MRPL36,8.579614676390154,7.940296491228071,0.09964495021749543,4.047745639315939e-29,28.392786786413396,Not Significant
VPS24,11.512157885141294,11.874473684210525,-0.04118283273432743,4.1321347327596614e-29,28.383825526276308,Not Significant
KCNJ10,3.6747604375569733,2.0806552631578947,0.6016551862059528,4.15184425954393e-29,28.381758945739858,Not Significant
FMO6P,0.8507318140382862,1.8997201754385968,-0.6478178338966897,4.158771382614642e-29,28.38103495316185,Not Significant
DET1,7.067289699179581,7.622078947368421,-0.09595170795433326,4.204966119919889e-29,28.376237499031614,Not Significant
ARMC6,9.369642388331814,8.698485964912281,0.09653469143989152,4.2519649844042583e-29,28.371410320616903,Not Significant
LRRC46,6.014522424794895,4.256594736842105,0.41621637007637763,4.3063319568919596e-29,28.365892495299885,Not Significant
HPN,8.889769462169554,6.990092105263158,0.30772475726776777,4.320020522294569e-29,28.364514190060525,Not Significant
RDH16,4.669685688240656,2.855728947368421,0.5562651227602272,4.333751334964561e-29,28.363136011555873,Not Significant
CLN8,8.234456244302642,8.880708771929825,-0.09758752123112756,4.382162283685604e-29,28.358311543342147,Not Significant
PODXL2,9.431205378304465,8.027574561403508,0.20849554218672517,4.382176305671119e-29,28.358310153694575,Not Significant
MAD2L2,9.001691431175933,8.21633596491228,0.11797878760371736,4.4593410959749644e-29,28.35072930710002,Not Significant
UBFD1,10.911952597994532,10.387312280701753,0.06498264656952413,4.4806044208631696e-29,28.348663396952794,Not Significant
HOXA1,3.877963719234275,4.9449149122807015,-0.2853771334126801,4.502007699695674e-29,28.34659376656951,Not Significant
PI15,7.225093527803099,10.462600877192981,-0.4788304414006365,4.530682349784111e-29,28.343836385530338,Not Significant
FGF17,0.9132140382862352,2.0159298245614035,-0.6566045776845956,4.621551571619986e-29,28.335212196333963,Not Significant
CYTH3,9.507042114858706,10.343632456140352,-0.11052610701101191,4.63243610766018e-29,28.334190561924224,Not Significant
SHB,9.396091431175932,8.643344736842106,0.10843569856949233,4.676728696274193e-29,28.330057823405284,Not Significant
CRELD2,9.391696900638104,8.49119385964912,0.13076978210493695,4.721456539143498e-29,28.32592400362624,Not Significant
LOC541471,7.83504293527803,6.887331578947367,0.16369985176345506,4.774180276068399e-29,28.321101185785167,Not Significant
PTCD1,8.666517137648132,8.090673684210525,0.08860896543263223,4.8045448214506656e-29,28.318347750741754,Not Significant
TUBG2,7.967323974475843,8.808335964912281,-0.12933087565835086,4.8198358306292324e-29,28.316967754098506,Not Significant
LY6H,3.1251673655423886,1.468588596491228,0.7407662296484311,4.831385724151866e-29,28.31592828828797,Not Significant
AK3L1,7.768221239744759,9.097338596491229,-0.20361897914557472,4.8659162570743315e-29,28.312835369594158,Not Significant
MCTP2,5.864992251595259,7.590136842105263,-0.323423021857654,4.9751533108022916e-29,28.303193531800755,Not Significant
C19orf51,5.894039471285324,3.7727999999999993,0.5305136759810058,4.98300886292402e-29,28.3025083403795,Not Significant
FGFR1OP2,8.841310118505014,9.334544736842107,-0.07055254437870027,5.070697250177991e-29,28.294932318559237,Not Significant
CECR7,4.85901257976299,6.700056140350878,-0.3942114168638829,5.225740261204795e-29,28.28185218012894,Not Significant
CHD4,12.768163901549682,12.353052631578946,0.044166583918809676,5.234019499824681e-29,28.281164663688784,Not Significant
SUV420H2,7.624182862351869,6.676225438596491,0.16799068668748882,5.334529719735854e-29,28.272903860986666,Not Significant
SLC35F1,3.252126253418414,4.599381578947369,-0.3970830644327335,5.402583888789814e-29,28.267398480871254,Not Significant
FAM23A,2.1188293527803097,3.4565570175438594,-0.5149249463731296,5.548932526577552e-29,28.25579055604963,Not Significant
FKBP3,10.364551412944394,9.825941228070175,0.07004827744943243,5.629760700207415e-29,28.249510064968934,Not Significant
SUV39H1,8.203457429352781,7.612972807017545,0.09566465861109606,5.847878070624095e-29,28.233001691078783,Not Significant
ZNF187,8.201922242479489,8.754261403508773,-0.0840973700175665,5.997919170041483e-29,28.22199939123429,Not Significant
B3GAT3,9.493752780309935,8.608173684210527,0.12719657182509037,6.045622719185965e-29,28.21855895872753,Not Significant
PKN3,7.467252506836828,8.359434210526315,-0.144527406581543,6.074401871354577e-29,28.216496479336048,Not Significant
SNAPC2,8.99381741112124,8.169700877192982,0.12416118726285717,6.08403370271266e-29,28.21580838882325,Not Significant
CTSD,14.394956882406564,13.318092105263156,0.10461856135282631,6.132378981572586e-29,28.212371013550246,Not Significant
IRF9,10.532048222424796,9.606150877192983,0.12074759802004649,6.171332879509312e-29,28.2096210272633,Not Significant
PPIH,8.630903008204193,8.024311403508772,0.09385422177698544,6.22034656848682e-29,28.206185417786926,Not Significant
DLL1,6.654284958979034,7.80044649122807,-0.20130910918566366,6.299625401862006e-29,28.200685274473578,Not Significant
CCDC123,9.122808477666362,8.630665789473683,0.07190216432384657,6.369781779499138e-29,28.195875445778107,Not Significant
FAM59A,6.45451513217867,7.683462280701754,-0.22015587289778338,6.400122808688895e-29,28.19381169248108,Not Significant
TTPA,1.937578122151322,3.71164649122807,-0.6816040803594781,6.432726768567339e-29,28.19160489495803,Not Significant
TPMT,9.526486052871467,8.89621052631579,0.08907582005868155,6.512473923267865e-29,28.186254002656494,Not Significant
KLRF1,2.2228425706472197,3.7327657894736843,-0.5543498117702478,6.771811086087497e-29,28.16929516595208,Not Significant
STAU1,11.833712032816774,11.453151754385965,0.04342759842281361,6.992923050639953e-29,28.155341250662424,Not Significant
SPEN,10.908044849589789,11.52938596491228,-0.07337915301626029,7.104391485030262e-29,28.148473114923167,Not Significant
LOC349196,2.2557520510483133,3.554775438596492,-0.48438909526242224,7.132937287142382e-29,28.14673159428406,Not Significant
SMPD2,8.143062807657246,7.356949122807017,0.12970117766156308,7.27490309879067e-29,28.138172787076183,Not Significant
ADRA2B,3.8990508659981766,5.286852631578947,-0.35983567473470807,7.367512364079011e-29,28.132679126649155,Not Significant
ANKRD13D,9.365442023701004,8.546507894736843,0.11873664199610774,7.496718896946203e-29,28.125128773506816,Not Significant
ZNF436,9.773378486782134,10.453405263157896,-0.08830585220244627,7.568128657590541e-29,28.121011493571554,Not Significant
BICC1,6.412673381950775,8.106880701754386,-0.29696304063477563,7.580071408336627e-29,28.120326703061814,Not Significant
C1orf85,10.20087520510483,9.565556140350878,0.08424275627785306,7.580101866285626e-29,28.120324958000072,Not Significant
NDUFS6,9.792691978122152,8.883016666666666,0.12703137670258946,7.604104691996149e-29,28.118951912474238,Not Significant
PRSS22,7.299900364630812,5.5254359649122815,0.3470197263907678,7.652242949108251e-29,28.1162112501212,Not Significant
KLHDC9,7.092426526891523,5.977156140350878,0.21393324213397272,7.664453517654837e-29,28.115518805288122,Not Significant
COX8A,11.054030264357337,10.324684210526318,0.09004477092250392,7.676558432429063e-29,28.114833439968223,Not Significant
RNF138P1,3.2700232452142206,4.085914035087719,-0.2522631533789268,7.910453663352889e-29,28.101798609063504,Not Significant
ZNF507,9.10375387420237,9.69424649122807,-0.0819434339983447,7.973217563384907e-29,28.098366385249626,Not Significant
PNPLA2,10.918329261622608,12.352740350877195,-0.1639538434249718,7.985850091453188e-29,28.097678846541598,Not Significant
PTP4A3,9.021094895168643,8.135417543859651,0.13349756924896775,8.177321890187331e-29,28.08738890644495,Not Significant
MYCBP,9.834735278030992,9.245848245614035,0.08062447604272346,8.268210684026034e-29,28.082588465554164,Not Significant
KIAA0467,9.69434740200547,10.234833333333333,-0.07113027452674826,8.520030228739273e-29,28.069558864370464,Not Significant
EPS15,10.621706563354604,11.145747368421052,-0.0636293329460131,8.573994482970288e-29,28.06681680027679,Not Significant
ABCA1,9.476594712853235,10.756936842105263,-0.16634236573962624,8.75181606818886e-29,28.057901818228427,Not Significant
DGKB,1.3333214220601641,2.4287859649122807,-0.5553127931367652,8.761928202198444e-29,28.057400309879228,Not Significant
VPS28,11.06511412944394,10.304028947368419,0.0940044974876879,8.877011607487489e-29,28.051733212240414,Not Significant
RPL22,12.739053600729262,13.303492105263159,-0.05808478553676383,9.205154701196089e-29,28.035968908375477,Not Significant
ETV1,7.622630720145853,8.964901754385966,-0.20872748607871783,9.278099671006333e-29,28.032540966335954,Not Significant
C6orf138,3.3586025524156793,4.642142105263158,-0.37237734792096616,9.380829532642865e-29,28.02775875591516,Not Significant
ZNF546,6.105979216043755,6.874192105263157,-0.14809844109838916,9.440507124391072e-29,28.025004675679778,Not Significant
POLR1E,8.821398814949863,9.464960526315789,-0.09156644932411508,9.51523597925114e-29,28.021580436676405,Not Significant
PTRH2,8.901526800364632,8.128494736842105,0.11727402026640074,9.620927197909298e-29,28.01678307166994,Not Significant
ARL10,4.459177848678213,5.687306140350877,-0.2927414665749863,9.697117738545494e-29,28.013357331327022,Not Significant
CEP120,8.885429717411121,9.53745789473684,-0.09215128044076096,9.712402566008006e-29,28.01267332497428,Not Significant
DSCC1,7.4316238833181405,6.297458771929825,0.20841635784273654,9.758507495579856e-29,28.0106165999562,Not Significant
BTBD7,9.659018413855971,10.267154385964913,-0.08004861000523436,1.0055264904912124e-28,27.997606483473394,Not Significant
SIGIRR,9.49303254329991,8.475861403508771,0.14710268226569936,1.0344767574835134e-28,27.985279262572003,Not Significant
SSR4,11.644752962625343,10.849976315789474,0.09365467605156987,1.0509119823508786e-28,27.978433656169706,Not Significant
MORN2,8.079321422060163,7.4817561403508765,0.09822147170319684,1.0525678465703764e-28,27.97774990077356,Not Significant
RAB9B,2.959457520510483,4.12418947368421,-0.37202103991866736,1.0624225391498762e-28,27.973702724379873,Not Significant
GALNT12,5.532948222424795,6.995105263157895,-0.2913828227301898,1.069295606222779e-28,27.970902217705703,Not Significant
TFPT,8.298685870556062,7.211281578947368,0.17941943412516526,1.0828611554043425e-28,27.96542722509894,Not Significant
ROMO1,9.465774384685508,8.522418421052631,0.1362791352602882,1.0862774789961383e-28,27.9640592242828,Not Significant
PABPC4L,5.0832695533272565,6.173522807017543,-0.2378348460427762,1.1017954356112626e-28,27.957899031103146,Not Significant
TELO2,9.516043482224246,8.590441228070175,0.1329229163532437,1.103531753353864e-28,27.95721516580277,Not Significant
CYC1,11.114394439380128,10.335097368421051,0.09592550691292723,1.115772072645014e-28,27.95242451301702,Not Significant
LOC100128288,5.09267192342753,5.97201052631579,-0.1944996910518586,1.1334898582530203e-28,27.945582361311132,Not Significant
ELL3,8.135009298085686,7.215542105263157,0.15305042227752555,1.1352771536954615e-28,27.944898101795133,Not Significant
RAB8B,9.134461713764813,9.863340350877191,-0.10019832040959532,1.13706437793972e-28,27.94421494587297,Not Significant
DNASE1,6.450733728350046,5.485942982456141,0.20006616412155317,1.1533016920100526e-28,27.93805707081758,Not Significant
PRMT10,7.7178356426618056,8.237308771929825,-0.08350258849472092,1.2148170443545086e-28,27.91548912339093,Not Significant
CUTA,11.293532452142207,10.652780701754386,0.07722525650256752,1.218651557749389e-28,27.9141204520343,Not Significant
FOXD4,3.660606563354604,2.3545640350877197,0.4743924458634285,1.2302172211828905e-28,27.910018197802962,Not Significant
TOP1P1,6.616921330902461,6.192636842105264,0.0826872314006269,1.2836210392446495e-28,27.891563173196218,Not Significant
PPIAL4C,5.307443208751139,4.636079824561404,0.16236326657834207,1.2876755469474935e-28,27.890193551511164,Not Significant
RNF146,9.36089936189608,9.799215789473687,-0.059777312110302974,1.3288426447115714e-28,27.87652644312007,Not Significant
ZNF345,6.25224001823154,6.965346491228071,-0.1353104471778928,1.356300086933022e-28,27.867644210409626,Not Significant
KIAA1107,6.583232360984503,7.514745614035087,-0.16715049887337913,1.3691683114846025e-28,27.863543160882855,Not Significant
COL5A2,12.879651048313582,11.324602631578951,0.17143016507942446,1.371325717497216e-28,27.862859379265274,Not Significant
FMN2,2.334702187784868,4.020998245614035,-0.5904162965029645,1.3906230893487243e-28,27.85679056403893,Not Significant
C6,3.3271890610756607,6.536925438596491,-0.8005459648858737,1.4033071766517983e-28,27.852847253759283,Not Significant
KISS1R,2.887310938924339,0.7375622807017543,1.161707820517298,1.4141714103546504e-28,27.849497946932736,Upregulated
COMMD7,10.456234639927073,9.954113157894737,0.06466025761033221,1.430800927446311e-28,27.844420787012943,Not Significant
NOC2L,10.925405651777574,10.212859649122807,0.08888408153966407,1.4330573590503467e-28,27.843736426336424,Not Significant
POLD1,8.845875113947129,7.896128947368421,0.1463417406524774,1.44664211075447e-28,27.83963889704195,Not Significant
