PC1,PC2,Sample_Type,Cluster
11.268918716396112,3.8025994083014862,Tumor,0
-42.66552128026196,18.363070337809123,Tumor,1
-30.20479931402333,31.054836894089945,Tumor,1
-65.1769853170274,31.998001613118042,Tumor,1
6.557757461807213,-34.3563061984467,Tumor,0
2.3086868185629346,5.929883795794835,Tumor,0
-8.520325691141887,-10.70054011635593,Tumor,0
55.356561925587364,9.48450216948223,Tumor,0
21.45782322917104,1.269545165826987,Tumor,0
20.648750708345087,-38.96481975333848,Tumor,0
37.369844697420525,9.331542369525453,Tumor,0
-13.780761645864892,14.810994317820247,Tumor,1
45.45653764823746,-57.636175501934204,Tumor,0
15.686037030036436,-55.11174514549673,Tumor,0
1.9754855611207485,-24.432243084926352,Tumor,0
52.504370249853324,-5.634821056337245,Tumor,0
-13.057913444946559,0.4867250226295135,Tumor,1
63.76356782261559,41.262045516090396,Tumor,0
49.62110878404515,9.719128749620518,Tumor,0
-0.076199333445502,23.08307914889989,Tumor,0
3.147041396412868,-54.0288241224513,Tumor,0
79.77319244238899,-50.959865306019026,Tumor,0
54.16013805456781,-61.38976423789253,Tumor,0
-1.311957633083129,-34.206537874264484,Tumor,0
38.20822007422708,-3.906249980281151,Tumor,0
57.27134729050629,-14.043732873846414,Tumor,0
45.76816006144349,14.242977543572046,Tumor,0
34.163003684600696,-57.25979474276114,Tumor,0
60.155023680171475,33.390857259692645,Tumor,0
44.30297099714153,-6.0705070156063785,Tumor,0
48.948229869118656,33.75173207935783,Tumor,0
33.70822746481385,-58.22749976926784,Tumor,0
55.59142907657811,-41.86686249116122,Tumor,0
-27.61093510309841,4.316171940211407,Tumor,1
19.340809156024868,-53.532958864248286,Tumor,0
54.15292586357016,53.94800216849036,Tumor,0
18.711905248298944,16.480114464043623,Tumor,0
17.611330101212573,-15.327655756921994,Tumor,0
-62.720248576005886,55.699010314143145,Tumor,1
-64.00601008169217,41.33826796320804,Tumor,1
-140.45863964028445,26.229373715083405,Tumor,1
-161.20571140343222,18.365471447436725,Tumor,1
-112.93155142880624,79.40917864612577,Tumor,1
-71.61011567822635,46.208310745224665,Tumor,1
-36.95075555607467,75.79660607476806,Tumor,1
-48.50033097865154,23.892925053059397,Tumor,1
-106.2625953148364,48.78231802238999,Tumor,1
-2.869719559437669,10.147081313080692,Tumor,0
24.167477456929852,56.95963510152166,Tumor,0
19.379115908949746,51.459995118332316,Tumor,0
-4.985590461668681,-39.996806436104606,Tumor,0
-53.71677312969323,81.37166999243578,Tumor,1
-11.14755088974357,-0.5261986701191999,Tumor,0
-49.97973850387796,-17.20400296154563,Tumor,1
16.45423130257662,-56.24194060413592,Tumor,0
-10.911454297564429,17.442465833175447,Tumor,1
12.105552824600442,60.198943101201486,Normal,0
56.9768023698655,7.160528673341415,Tumor,0
27.677624986614433,-47.29509413528139,Tumor,0
13.0704910106231,81.33555701981065,Normal,0
